fill	x	y	xmin	xmax	ymin	ymax
#FFFFFF	4.5	5	4.375	4.625	4.875	5.125
#BFBFBF	3.75	3.25	3.625	3.875	3.125	3.375
#737373	2.5	1.5	2.375	2.625	1.375	1.625
#6E6E6E	3	2	2.875	3.125	1.875	2.125
#DEDEDE	4.25	4.25	4.125	4.375	4.125	4.375
#DEDEDE	4	3	3.875	4.125	2.875	3.125
#353535	2.25	1	2.125	2.375	0.875	1.125
#494949	2.5	1	2.375	2.625	0.875	1.125
#CCCCCC	3.5	3	3.375	3.625	2.875	3.125
#CCCCCC	4.25	3.5	4.125	4.375	3.375	3.625
#DEDEDE	3.5	2.75	3.375	3.625	2.625	2.875
#FFFFFF	4	3.75	3.875	4.125	3.625	3.875
#CCCCCC	3	2.25	2.875	3.125	2.125	2.375
#8B8B8B	3.5	2.5	3.375	3.625	2.375	2.625
#777777	2.75	2	2.625	2.875	1.875	2.125
#B5B5B5	4	3.25	3.875	4.125	3.125	3.375
#7B7B7B	3.5	2	3.375	3.625	1.875	2.125
#0D0D0D	1.5	0	1.375	1.625	-0.125	0.125
#595959	2.75	1	2.625	2.875	0.875	1.125
#DEDEDE	3.75	3	3.625	3.875	2.875	3.125
#6B6B6B	2.75	1.5	2.625	2.875	1.375	1.625
#A0A0A0	3.25	2.25	3.125	3.375	2.125	2.375
#DEDEDE	4.25	5	4.125	4.375	4.875	5.125
#BFBFBF	3.5	2.25	3.375	3.625	2.125	2.375
#777777	3.25	2	3.125	3.375	1.875	2.125
#CCCCCC	4	3.5	3.875	4.125	3.375	3.625
#353535	1.75	1	1.625	1.875	0.875	1.125
#929292	3.25	1.5	3.125	3.375	1.375	1.625
#404040	2.25	0	2.125	2.375	-0.125	0.125
#757575	3	1.5	2.875	3.125	1.375	1.625
#B5B5B5	3.75	2.75	3.625	3.875	2.625	2.875
#CCCCCC	3.75	2	3.625	3.875	1.875	2.125
#2B2B2B	2	0	1.875	2.125	-0.125	0.125
#000000	1.25	0	1.125	1.375	-0.125	0.125
#5A5A5A	2.5	0	2.375	2.625	-0.125	0.125
#FFFFFF	3.25	3.5	3.125	3.375	3.375	3.625
#FFFFFF	3.25	3.25	3.125	3.375	3.125	3.375
#DEDEDE	4.25	3.75	4.125	4.375	3.625	3.875
#FFFFFF	3.5	3.25	3.375	3.625	3.125	3.375
#DEDEDE	3.5	1.5	3.375	3.625	1.375	1.625
#7B7B7B	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	2.25	2.25	2.125	2.375	2.125	2.375
#CCCCCC	4.25	4	4.125	4.375	3.875	4.125
#FFFFFF	3.5	3.5	3.375	3.625	3.375	3.625
#1D1D1D	1.75	0	1.625	1.875	-0.125	0.125
#828282	3	1	2.875	3.125	0.875	1.125
#ADADAD	3.25	1	3.125	3.375	0.875	1.125
#888888	2.25	1.5	2.125	2.375	1.375	1.625
#7D7D7D	2.5	2	2.375	2.625	1.875	2.125
#FFFFFF	3.75	1.5	3.625	3.875	1.375	1.625
#363636	2	1	1.875	2.125	0.875	1.125
#FFFFFF	4	2	3.875	4.125	1.875	2.125
#808080	2.75	0	2.625	2.875	-0.125	0.125
#FFFFFF	3.75	2.5	3.625	3.875	2.375	2.625
#FFFFFF	3.25	2.5	3.125	3.375	2.375	2.625
#DEDEDE	3	0	2.875	3.125	-0.125	0.125
#797979	2	1.5	1.875	2.125	1.375	1.625
#FFFFFF	3	4	2.875	3.125	3.875	4.125
#9B9B9B	1.75	1.5	1.625	1.875	1.375	1.625
#969696	2	2	1.875	2.125	1.875	2.125
#FFFFFF	3.25	2.75	3.125	3.375	2.625	2.875
#303030	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	3	2.5	2.875	3.125	2.375	2.625
#A6A6A6	1.5	1.5	1.375	1.625	1.375	1.625
#CCCCCC	1.75	2	1.625	1.875	1.875	2.125
#464646	1	1	0.875	1.125	0.875	1.125
#3A3A3A	1.5	1	1.375	1.625	0.875	1.125
#414141	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	2.5	3.25	2.375	2.625	3.125	3.375
#FFFFFF	2	2.5	1.875	2.125	2.375	2.625
#FFFFFF	2	2.25	1.875	2.125	2.125	2.375
#030303	1	0	0.875	1.125	-0.125	0.125
#191919	0.75	0	0.625	0.875	-0.125	0.125
#7B7B7B	0.75	1	0.625	0.875	0.875	1.125
#CCCCCC	1.25	2	1.125	1.375	1.875	2.125
#CCCCCC	1.5	2	1.375	1.625	1.875	2.125
#FFFFFF	2.5	3	2.375	2.625	2.875	3.125
#FFFFFF	2.25	3.25	2.125	2.375	3.125	3.375
#BFBFBF	0	0	-0.125	0.125	-0.125	0.125
#7B7B7B	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	1	1.5	0.875	1.125	1.375	1.625
#DEDEDE	1.25	1.5	1.125	1.375	1.375	1.625
#A6A6A6	0.5	1	0.375	0.625	0.875	1.125
