group	x	y	clickSelects	showSelected1
3466	-45.25	-0.25	144	17700,0
3466	-45.25	0.25	144	17700,0
3466	-8.75	36.75	144	17700,0
3466	-7.75	36.75	144	17700,0
3466	-6.25	38.25	144	17700,0
3466	-5.75	38.25	144	17700,0
3466	-5.25	37.75	144	17700,0
3466	-5.25	37.25	144	17700,0
3466	-5.75	36.75	144	17700,0
3466	-6.75	36.75	144	17700,0
3466	-7.75	35.75	144	17700,0
3466	-7.75	35.25	144	17700,0
3466	-7.25	34.75	144	17700,0
3466	-7.25	32.75	144	17700,0
3466	-6.75	32.75	144	17700,0
3466	-6.25	33.25	144	17700,0
3466	-6.25	34.25	144	17700,0
3466	-5.25	34.25	144	17700,0
3466	-5.25	35.25	144	17700,0
3466	-4.75	35.75	144	17700,0
3466	-4.75	36.75	144	17700,0
3466	-3.75	36.75	144	17700,0
3466	-3.75	37.75	144	17700,0
3466	-3.25	37.75	144	17700,0
3466	-0.75	35.25	144	17700,0
3466	-0.75	34.25	144	17700,0
3466	-0.25	34.25	144	17700,0
3466	0.25	34.75	144	17700,0
3466	0.75	34.75	144	17700,0
3466	0.75	33.75	144	17700,0
3466	1.25	33.25	144	17700,0
3466	2.25	33.25	144	17700,0
3466	2.25	32.75	144	17700,0
3466	0.75	31.25	144	17700,0
3466	0.75	30.75	144	17700,0
3466	2.25	29.25	144	17700,0
3466	2.25	28.75	144	17700,0
3466	1.25	28.75	144	17700,0
3466	1.25	28.25	144	17700,0
3466	1.75	27.75	144	17700,0
3466	3.75	27.75	144	17700,0
3466	3.75	26.75	144	17700,0
3466	4.25	26.25	144	17700,0
3466	5.25	26.25	144	17700,0
3466	5.25	-0.25	144	17700,0
3466	-45.25	-0.25	144	17700,0
3466	-44.75	38.25	144	17750,0
3466	-44.75	38.75	144	17750,0
3466	-43.25	38.75	144	17750,0
3466	-42.25	37.75	144	17750,0
3466	-40.25	37.75	144	17750,0
3466	-39.75	37.25	144	17750,0
3466	-39.75	36.25	144	17750,0
3466	-39.25	36.25	144	17750,0
3466	-38.75	36.75	144	17750,0
3466	-37.75	36.75	144	17750,0
3466	-37.75	37.25	144	17750,0
3466	-38.75	38.25	144	17750,0
3466	-39.75	38.25	144	17750,0
3466	-39.75	38.75	144	17750,0
3466	-39.25	39.25	144	17750,0
3466	-39.25	40.25	144	17750,0
3466	-38.25	40.25	144	17750,0
3466	-37.75	40.75	144	17750,0
3466	-37.75	41.25	144	17750,0
3466	-38.75	41.25	144	17750,0
3466	-38.75	41.75	144	17750,0
3466	-38.25	42.25	144	17750,0
3466	-38.25	42.75	144	17750,0
3466	-39.25	42.75	144	17750,0
3466	-39.25	43.25	144	17750,0
3466	-38.75	43.75	144	17750,0
3466	-38.25	43.75	144	17750,0
3466	-37.25	42.75	144	17750,0
3466	-35.75	42.75	144	17750,0
3466	-35.25	43.25	144	17750,0
3466	-32.75	43.25	144	17750,0
3466	-32.25	42.75	144	17750,0
3466	-32.25	42.25	144	17750,0
3466	-33.25	41.25	144	17750,0
3466	-34.25	41.25	144	17750,0
3466	-34.25	39.75	144	17750,0
3466	-33.25	39.75	144	17750,0
3466	-32.25	38.75	144	17750,0
3466	-31.25	38.75	144	17750,0
3466	-30.75	38.25	144	17750,0
3466	-30.75	37.75	144	17750,0
3466	-31.25	37.25	144	17750,0
3466	-31.25	36.75	144	17750,0
3466	-30.75	36.75	144	17750,0
3466	-30.25	37.25	144	17750,0
3466	-28.75	37.25	144	17750,0
3466	-28.25	36.75	144	17750,0
3466	-28.25	36.25	144	17750,0
3466	-28.75	35.75	144	17750,0
3466	-28.75	35.25	144	17750,0
3466	-28.25	35.25	144	17750,0
3466	-27.75	35.75	144	17750,0
3466	-25.25	35.75	144	17750,0
3466	-25.25	34.75	144	17750,0
3466	-24.75	34.25	144	17750,0
3466	-24.75	33.25	144	17750,0
3466	-23.25	33.25	144	17750,0
3466	-23.25	34.25	144	17750,0
3466	-22.75	34.75	144	17750,0
3466	-22.25	34.75	144	17750,0
3466	-22.25	32.75	144	17750,0
