x	y	showSelected1
4.56128031429029	4.90689059560852	1
3.71591981743358	3.32192809488736	2
2.58206336291171	1.58496250072116	3
3.07845681805329	2	4
4.25988044734366	4.16992500144231	5
3.91597991414022	3	6
2.3096301674259	1	7
2.42160392686983	1.58496250072116	8
2.48995847942483	1	9
3.61521333480136	3	10
4.1542413301673	3.4594316186373	11
3.49775871828727	2.8073549220576	12
3.91169015875386	3.70043971814109	13
3.08386080086657	2.32192809488736	14
3.40312052117582	2.58496250072116	15
2.84509804001426	2	16
4.05625673585014	3.32192809488736	17
3.41879829059035	2	18
1.46239799789896	0	19
2.37657695705651	1	20
2.62736585659273	1	21
3.81464706945186	3	22
2.80208925788173	1.58496250072116	23
3.46849502450707	2.58496250072116	24
3.56949095434878	2.58496250072116	25
3.32919441508845	2.32192809488736	26
4.17710343243654	4.95419631038688	27
3.45301239112146	2.32192809488736	28
3.42111012979343	2	29
3.2499317566342	2	30
2.68124123737559	1	31
2.80208925788173	2	32
4.00744904449775	3.4594316186373	33
3.51454775266029	2	34
2.46239799789896	1.58496250072116	35
2.3384564936046	1	36
3.48230176722344	2.58496250072116	37
3.75120209458835	3.32192809488736	38
2.72263392253381	1	39
2.71516735784846	1	40
3.91333692593262	3.16992500144231	41
2.99651167215418	2	42
4.01978073040365	3.58496250072116	43
3.18298496700358	2.32192809488736	44
2.54900326202579	1	45
3.96890303030383	3.32192809488736	46
1.77815125038364	1	47
3.25478968739721	1.58496250072116	48
2.31386722036915	0	49
3.38845645270027	2	50
2.95616843047536	1.58496250072116	51
3.09166695759568	1.58496250072116	52
4.27756337605592	3.4594316186373	53
4.32016706525423	4.32192809488736	54
3.20682587603185	2	55
4.23520007696928	4.90689059560852	56
3.42094540592197	2	57
2.94448267215017	1.58496250072116	58
3.77757180469141	2.8073549220576	59
3.23044892137827	2.32192809488736	60
2.25042000230889	1	61
3.14207646107329	2	62
3.20655604409903	2	63
3.69705489227257	2	64
1.92941892571429	0	65
3.58703711774346	2	66
3.12580645813953	1.58496250072116	67
1.86923171973098	1	68
3.69888313675259	3.16992500144231	69
2.55630250076729	1.58496250072116	70
3.35964579267454	2	71
1.36172783601759	0	72
2.34635297445064	1	73
1.43136376415899	0	74
1.9912260756925	0	75
3.60010125569139	3	76
2.58206336291171	0	77
3.20709554041922	3.58496250072116	78
2.14921911265538	1	79
3.24154648059655	2.32192809488736	80
2.49136169383427	1	81
3.14829409743475	2	82
3.34830486304816	3.32192809488736	83
4.24538927117121	3.70043971814109	84
3.4029488293444	3.32192809488736	85
2.52374646681156	0	86
3.40925665203891	1.58496250072116	87
2.3384564936046	2	88
4.23641128774397	3.58496250072116	89
3.47957531017499	2.58496250072116	90
3.4364806950095	2	91
2.35793484700045	2.32192809488736	92
3.20002926655377	2	93
2.69019608002851	1	94
3.31931430409051	2.32192809488736	95
3.49192171258615	2	96
2.3654879848909	1	97
2.2718416065365	1	98
3.07040732174012	1.58496250072116	99
3.80848105656595	2.8073549220576	100
4.20677192305558	4.08746284125034	101
3.50037371435337	2.8073549220576	102
2.58994960132571	1	103
4.18613667169178	4.08746284125034	104
3.05153839051533	1.58496250072116	105
3.34419571587144	2	106
2.34439227368511	1	107
3.8059084550742	3	108
3.5971464878337	3.4594316186373	109
2.15533603746506	0	110
3.69090455405497	2.8073549220576	111
3.49720618070395	2.32192809488736	112
1.86923171973098	0	113
3.59273176639396	2	114
3.15806079393661	1.58496250072116	115
3.37051308959859	2	116
2.99563519459755	1	117
2.94398887507377	1	118
3.6375897858387	3.16992500144231	119
2.77232170672292	1.58496250072116	120
3.26857797188284	1	121
1.80617997398389	0	122
2.29225607135648	1.58496250072116	123
3.91645394854993	3.16992500144231	124
2.23552844690755	0	125
2.85003325768977	1.58496250072116	126
2.90471554527868	1.58496250072116	127
2.67394199863409	1	128
3.64068015327767	2.8073549220576	129
2.85430604180108	2	130
2.80071707828239	2	131
2.58658730467176	2	132
2.27646180417324	1	133
2.92479599579791	1	134
2.59659709562646	2	135
2.55509444857832	0	136
1.95424250943932	0	137
2.56584781867352	1	138
3.02612451674545	2	139
2.17609125905568	1	140
2.43136376415899	0	141
2.4345689040342	1	142
3.31555053442191	1.58496250072116	143
3.74569922660251	1.58496250072116	144
3.41979058610636	3	145
3.59339684230021	2.58496250072116	146
3.56949095434878	2	147
2.76863810124761	1	148
2.45331834004704	1	149
3.48372989900002	2.58496250072116	150
3.10822665637493	1.58496250072116	151
3.4334497937616	2.58496250072116	152
1.89209460269048	1	153
2.71349054309394	1	154
3.02325245963371	2	155
3.44544851426605	2.58496250072116	156
2.76863810124761	1	157
3.40243334621931	2	158
2.60422605308447	2	159
2.65030752313194	2	160
2.46834733041216	0	161
3.04060234011407	1.58496250072116	162
2.78675142214556	1	163
3.29710365014926	2.32192809488736	164
2.84323277809801	2	165
1.83250891270624	0	166
3.89081209895512	2	167
1.51851393987789	0	168
2.4983105537896	1.58496250072116	169
1.90848501887865	1	170
3.27577190016493	2.32192809488736	171
1.99563519459755	0	172
2.16136800223497	1	173
3.17026171539496	2	174
2.88986172125819	1.58496250072116	175
2.41664050733828	0	176
2.25527250510331	2	177
2.90471554527868	1.58496250072116	178
1.64345267648619	0	179
2.72509452108147	1	180
3.498448403174	2	181
2.98944981766669	2	182
3.03382569395331	2	183
2.96848294855394	2	184
1.80617997398389	1	185
3.47885496752866	2.58496250072116	186
2.79448804665917	0	187
2.14921911265538	1	188
3.06744284277638	1.58496250072116	189
2.65321251377534	1	190
2.73319726510657	0	191
2.88930170250631	2	192
3.06295783408451	2	193
2.90417436828416	1.58496250072116	194
3.67951874369579	2.58496250072116	195
2.87390159786446	2	196
1.70757017609794	0	197
2.70671778233676	1	198
2.78390357927274	1	199
2.25042000230889	0	200
3.61119206086843	2.58496250072116	201
2.4456042032736	2	202
3.26150077319828	2.58496250072116	203
2.23044892137827	1	204
3.86605092400928	2.8073549220576	205
2.40993312333129	1	206
2.13033376849501	0	207
4.20771513380557	3.70043971814109	208
2.13987908640124	0	209
3.10105935490812	2	210
2.66838591669	1.58496250072116	211
3.05804623039528	1.58496250072116	212
3.46119828862249	2	213
2.79309160017658	1.58496250072116	214
2.81224469680037	1	215
2.568201724067	0	216
2.64640372622307	1.58496250072116	217
3.13735411137073	1.58496250072116	218
2.42324587393681	1	219
2.65991620006985	1	220
2.70070371714502	1	221
2.34830486304816	0	222
3.16583762469013	2	223
2.26245108973043	2	224
2.22010808804006	1	225
1.93951925261862	1	226
2.2380461031288	1	227
1.81291335664286	0	228
2.74350976472843	1.58496250072116	229
1.95424250943932	1	230
2.41664050733828	1.58496250072116	231
3.26904570965762	2	232
3.54220278243403	2.32192809488736	233
2.87157293554588	1.58496250072116	234
2.30102999566398	1	235
1.77815125038364	0	236
3.0618293072947	2	237
2.04921802267018	0	238
2.86746748785905	1	239
1.61278385671974	0	240
3.55108386518578	2.32192809488736	241
1.568201724067	0	242
2.5854607295085	1.58496250072116	243
2.72591163229505	1	244
1.92427928606188	0	245
3.00130093302042	1	246
2.67209785793572	1.58496250072116	247
2.89042101880091	1	248
2.62117628177504	1	249
2.61278385671974	1	250
2.76192783842053	1	251
3.50826030551233	2	252
2.29885307640971	1	253
2.39967372148104	1.58496250072116	254
1.81291335664286	0	255
4.05265547303953	3.16992500144231	256
4.04524472047815	3.58496250072116	257
1.96848294855394	1	258
1.6232492903979	0	259
2.66558099101795	2	260
2.2148438480477	1	261
3.11594317693906	2	262
2.60422605308447	0	263
2.1846914308176	1	264
2.59988307207369	1	265
2.55870857053317	1	266
2.71011736511182	1.58496250072116	267
3.24870873560092	2	268
2.92272545799326	0	269
2.87098881376058	1	270
2.99431715266964	1.58496250072116	271
2.18184358794477	1	272
1.8750612633917	0	273
2.75663610824585	0	274
2.31175386105575	1	275
2.14612803567824	2	276
1.47712125471966	0	277
2.22788670461367	1	278
2.15533603746506	2	279
2.51982799377572	1	280
2.04921802267018	0	281
3.30513631894364	2	282
2.94101424370557	1.58496250072116	283
3.58557351862273	2.58496250072116	284
2.70070371714502	0	285
3.13033376849501	1	286
2.8998205024271	2.32192809488736	287
2.48429983934679	0	288
2.06069784035361	0	289
1.51851393987789	0	290
2.83250891270624	1	291
2.20951501454263	1	292
2.42324587393681	1	293
2.00432137378264	0	294
2.32221929473392	0	295
2.00432137378264	1.58496250072116	296
3.07445071895459	4	297
2.13033376849501	1	298
3.21085336531489	2	299
2.8394780473742	1.58496250072116	300
2.89597473235907	2	301
2.78247262416629	1.58496250072116	302
2.65801139665711	1	303
2.1846914308176	0	304
1.86923171973098	1.58496250072116	305
2.19033169817029	0	306
3.57403126772772	1.58496250072116	307
2.38738982633873	1	308
2.23299611039215	1	309
1.61278385671974	0	310
2.06069784035361	0	311
3.21642983087625	1.58496250072116	312
2.32633586092875	1	313
4.24521645694767	4	314
3.08170727009735	1	315
1.66275783168157	0	316
2.00860017176192	2	317
2.78746047451842	2	318
1.94448267215017	0	319
3.13861843389949	2.8073549220576	320
3.49471102520526	2	321
2.14921911265538	0	322
2.03342375548695	0	323
2.19312459835446	0	324
2.73479982958885	0	325
1.50514997831991	0	326
2.48287358360875	1	327
1.76342799356294	0	328
2.12057393120585	1	329
3.06333335895175	1	330
2.06818586174616	1	331
2.42160392686983	1	332
2.19589965240923	1	333
2.55144999797288	1	334
1.93449845124357	1	335
2.10720996964787	2	336
3.19893186993221	2	337
2.01703333929878	0	338
3.01199311465926	1	339
1.65321251377534	0	340
0.602059991327962	0	341
2.72345567203519	0	342
2.56229286445647	2	343
2.66086547800387	1	344
2.08635983067475	0	345
1.568201724067	0	346
1.38021124171161	0	347
3.39759243403812	2	348
2.08278537031645	1	349
2.46982201597816	1	350
3.07773117965239	1	351
2.26245108973043	1.58496250072116	352
2.71850168886727	1	353
2.50650503240487	1.58496250072116	354
1.73239375982297	1	355
1.77085201164214	0	356
2.73479982958885	1.58496250072116	357
3.02160271602824	2	358
1.91381385238372	0	359
