fill	x	y	xmin	xmax	ymin	ymax
#FAF3F2	17680	24	17655	17705	-1	49
#FCFCFD	17680	74	17655	17705	49	99
#FDFDFE	17730	74	17705	17755	49	99
#EFECF6	17730	124	17705	17755	99	149
#FCFCFD	17780	124	17755	17805	99	149
#EEECF6	17780	174	17755	17805	149	199
#FEFEFE	17830	174	17805	17855	149	199
#E8CCC9	17830	224	17805	17855	199	249
#FDFBFA	17880	224	17855	17905	199	249
#EFECF6	17880	274	17855	17905	249	299
#FBFAFD	17930	274	17905	17955	249	299
#BEB6DC	17930	324	17905	17955	299	349
#FFFEFE	17980	324	17955	18005	299	349
#9085C2	17980	374	17955	18005	349	399
#F1EFF7	18030	374	18005	18055	349	399
#832524	18030	424	18005	18055	399	449
#F2F0F8	18080	424	18055	18105	399	449
#832524	18080	474	18055	18105	449	499
#EBE8F4	18130	474	18105	18155	449	499
#F6F5FA	18130	524	18105	18155	499	549
#F7F6FB	18180	524	18155	18205	499	549
#EFEDF6	18180	574	18155	18205	549	599
#FCFBFD	18230	574	18205	18255	549	599
#832424	18230	624	18205	18255	599	649
#EDEAF5	18280	624	18255	18305	599	649
#832524	18280	674	18255	18305	649	699
#FCFCFE	18330	674	18305	18355	649	699
#832424	18330	724	18305	18355	699	749
#F5F3F9	18380	724	18355	18405	699	749
#FBFAFD	17730	24	17705	17755	-1	49
#F5F4FA	17780	74	17755	17805	49	99
#EDEAF5	17830	124	17805	17855	99	149
#FCFBFD	17880	174	17855	17905	149	199
#FEFDFD	17930	224	17905	17955	199	249
#FEFDFE	17980	274	17955	18005	249	299
#F8F7FB	18030	324	18005	18055	299	349
#E8E5F3	18080	374	18055	18105	349	399
#F9F8FC	18130	424	18105	18155	399	449
#F7F5FA	18280	574	18255	18305	549	599
#EBE9F4	18330	624	18305	18355	599	649
#F8F7FB	18180	474	18155	18205	449	499
#F0EEF7	18230	524	18205	18255	499	549
#F7F6FB	18380	674	18355	18405	649	699
#F7F6FB	18430	724	18405	18455	699	749
#F9F8FC	17780	24	17755	17805	-1	49
#FCFCFE	17880	124	17855	17905	99	149
#FDFDFE	17980	224	17955	18005	199	249
#F0EEF7	18080	324	18055	18105	299	349
#F8F7FB	18180	424	18155	18205	399	449
#FFFFFF	18280	524	18255	18305	499	549
#FBFBFD	18380	624	18355	18405	599	649
#F8F7FB	17830	74	17805	17855	49	99
#FBFBFD	17930	174	17905	17955	149	199
#FEFEFF	18030	274	18005	18055	249	299
#F4F3F9	18130	374	18105	18155	349	399
#F9F8FC	18230	474	18205	18255	449	499
#EFECF6	18330	574	18305	18355	549	599
#FDFBFB	18430	674	18405	18455	649	699
#FDFDFE	17830	24	17805	17855	-1	49
#F1EFF7	17880	74	17855	17905	49	99
#FAFAFD	17930	124	17905	17955	99	149
#FEFCFC	17980	174	17955	18005	149	199
#FFFEFE	18030	224	18005	18055	199	249
#FDFDFE	18080	274	18055	18105	249	299
#F1EFF7	18130	324	18105	18155	299	349
#FEFCFB	18180	374	18155	18205	349	399
#FEFEFF	18230	424	18205	18255	399	449
#FEFDFC	18330	524	18305	18355	499	549
#EFEDF7	18380	574	18355	18405	549	599
#FAFAFD	18280	474	18255	18305	449	499
#FFFEFE	18430	624	18405	18455	599	649
#FCFCFD	18480	674	18455	18505	649	699
#F4F2F9	17880	24	17855	17905	-1	49
#FBFBFD	17980	124	17955	18005	99	149
#FDFAFA	18080	224	18055	18105	199	249
#FCFBFD	18180	324	18155	18205	299	349
#FDFDFE	18380	524	18355	18405	499	549
#F8F8FB	17930	74	17905	17955	49	99
#F9F8FC	18030	174	18005	18055	149	199
#FDFDFE	18130	274	18105	18155	249	299
#F3F2F9	18230	374	18205	18255	349	399
#FCF9F8	18280	424	18255	18305	399	449
#F9F1F0	18330	474	18305	18355	449	499
#FDFDFE	18480	624	18455	18505	599	649
#FAF3F2	18430	574	18405	18455	549	599
#F5F4FA	17930	24	17905	17955	-1	49
#F6F4FA	17980	74	17955	18005	49	99
#F8F7FB	18030	124	18005	18055	99	149
#F9F8FC	18080	174	18055	18105	149	199
#FFFFFF	18130	224	18105	18155	199	249
#F8F7FB	18180	274	18155	18205	249	299
#FAF4F3	18230	324	18205	18255	299	349
#FDFDFE	18280	374	18255	18305	349	399
#F9F0EF	18380	474	18355	18405	449	499
#F6F5FA	18430	524	18405	18455	499	549
#FDFAFA	18480	574	18455	18505	549	599
#FAFAFD	18330	424	18305	18355	399	449
