fill	x	y	xmin	xmax	ymin	ymax
#000000	0.25	0	0.125	0.375	-2.5	2.5
#707070	0.75	5	0.625	0.875	2.5	7.5
#797979	0.5	5	0.375	0.625	2.5	7.5
#151515	0	0	-0.125	0.125	-2.5	2.5
#161616	0.5	0	0.375	0.625	-2.5	2.5
#262626	-1	0	-1.125	-0.875	-2.5	2.5
#0F0F0F	-0.25	0	-0.375	-0.125	-2.5	2.5
#171717	-0.5	0	-0.625	-0.375	-2.5	2.5
#161616	-0.75	0	-0.875	-0.625	-2.5	2.5
#242424	-1.25	0	-1.375	-1.125	-2.5	2.5
#181818	-1.75	0	-1.875	-1.625	-2.5	2.5
#1A1A1A	2	0	1.875	2.125	-2.5	2.5
#494949	-3.5	0	-3.625	-3.375	-2.5	2.5
#303030	-1.5	0	-1.625	-1.375	-2.5	2.5
#595959	-2.25	0	-2.375	-2.125	-2.5	2.5
#191919	1	0	0.875	1.125	-2.5	2.5
#AFAFAF	-2.75	5	-2.875	-2.625	2.5	7.5
#292929	1.5	0	1.375	1.625	-2.5	2.5
#1A1A1A	0.75	0	0.625	0.875	-2.5	2.5
#2F2F2F	1.25	0	1.125	1.375	-2.5	2.5
#4D4D4D	3.75	0	3.625	3.875	-2.5	2.5
#4F4F4F	2.25	0	2.125	2.375	-2.5	2.5
#363636	1.75	0	1.625	1.875	-2.5	2.5
#7C7C7C	3	0	2.875	3.125	-2.5	2.5
#393939	-3	0	-3.125	-2.875	-2.5	2.5
#6E6E6E	-2.75	0	-2.875	-2.625	-2.5	2.5
#585858	-3.75	0	-3.875	-3.625	-2.5	2.5
#3B3B3B	3.25	0	3.125	3.375	-2.5	2.5
#979797	-2.5	5	-2.625	-2.375	2.5	7.5
#292929	-2.5	0	-2.625	-2.375	-2.5	2.5
#484849	-2	0	-2.125	-1.875	-2.5	2.5
#676767	-4	0	-4.125	-3.875	-2.5	2.5
#969696	-4.5	5	-4.625	-4.375	2.5	7.5
#2A2A2A	2.75	0	2.625	2.875	-2.5	2.5
#787878	-0.5	5	-0.625	-0.375	2.5	7.5
#909090	-2.25	5	-2.375	-2.125	2.5	7.5
#9A9A9A	-3.25	5	-3.375	-3.125	2.5	7.5
