x	y	clickSelects	xmin	xmax	ymin	ymax
17680	24	17700,0	17655	17705	-1	49
17680	74	17700,50	17655	17705	49	99
17730	74	17750,50	17705	17755	49	99
17730	124	17750,100	17705	17755	99	149
17780	124	17800,100	17755	17805	99	149
17780	174	17800,150	17755	17805	149	199
17830	174	17850,150	17805	17855	149	199
17830	224	17850,200	17805	17855	199	249
17880	224	17900,200	17855	17905	199	249
17880	274	17900,250	17855	17905	249	299
17930	274	17950,250	17905	17955	249	299
17930	324	17950,300	17905	17955	299	349
17980	324	18000,300	17955	18005	299	349
17980	374	18000,350	17955	18005	349	399
18030	374	18050,350	18005	18055	349	399
18030	424	18050,400	18005	18055	399	449
18080	424	18100,400	18055	18105	399	449
18080	474	18100,450	18055	18105	449	499
18130	474	18150,450	18105	18155	449	499
18130	524	18150,500	18105	18155	499	549
18180	524	18200,500	18155	18205	499	549
18180	574	18200,550	18155	18205	549	599
18230	574	18250,550	18205	18255	549	599
18230	624	18250,600	18205	18255	599	649
18280	624	18300,600	18255	18305	599	649
18280	674	18300,650	18255	18305	649	699
18330	674	18350,650	18305	18355	649	699
18330	724	18350,700	18305	18355	699	749
18380	724	18400,700	18355	18405	699	749
17730	24	17750,0	17705	17755	-1	49
17780	74	17800,50	17755	17805	49	99
17830	124	17850,100	17805	17855	99	149
17880	174	17900,150	17855	17905	149	199
17930	224	17950,200	17905	17955	199	249
17980	274	18000,250	17955	18005	249	299
18030	324	18050,300	18005	18055	299	349
18080	374	18100,350	18055	18105	349	399
18130	424	18150,400	18105	18155	399	449
18280	574	18300,550	18255	18305	549	599
18330	624	18350,600	18305	18355	599	649
18180	474	18200,450	18155	18205	449	499
18230	524	18250,500	18205	18255	499	549
18380	674	18400,650	18355	18405	649	699
18430	724	18450,700	18405	18455	699	749
17780	24	17800,0	17755	17805	-1	49
17880	124	17900,100	17855	17905	99	149
17980	224	18000,200	17955	18005	199	249
18080	324	18100,300	18055	18105	299	349
18180	424	18200,400	18155	18205	399	449
18280	524	18300,500	18255	18305	499	549
18380	624	18400,600	18355	18405	599	649
17830	74	17850,50	17805	17855	49	99
17930	174	17950,150	17905	17955	149	199
18030	274	18050,250	18005	18055	249	299
18130	374	18150,350	18105	18155	349	399
18230	474	18250,450	18205	18255	449	499
18330	574	18350,550	18305	18355	549	599
18430	674	18450,650	18405	18455	649	699
17830	24	17850,0	17805	17855	-1	49
17880	74	17900,50	17855	17905	49	99
17930	124	17950,100	17905	17955	99	149
17980	174	18000,150	17955	18005	149	199
18030	224	18050,200	18005	18055	199	249
18080	274	18100,250	18055	18105	249	299
18130	324	18150,300	18105	18155	299	349
18180	374	18200,350	18155	18205	349	399
18230	424	18250,400	18205	18255	399	449
18330	524	18350,500	18305	18355	499	549
18380	574	18400,550	18355	18405	549	599
18280	474	18300,450	18255	18305	449	499
18430	624	18450,600	18405	18455	599	649
18480	674	18500,650	18455	18505	649	699
17880	24	17900,0	17855	17905	-1	49
17980	124	18000,100	17955	18005	99	149
18080	224	18100,200	18055	18105	199	249
18180	324	18200,300	18155	18205	299	349
18380	524	18400,500	18355	18405	499	549
17930	74	17950,50	17905	17955	49	99
18030	174	18050,150	18005	18055	149	199
18130	274	18150,250	18105	18155	249	299
18230	374	18250,350	18205	18255	349	399
